NEW_KEY_CODE,Lake_Name,LATITUDE,LONGITUDE,EDU,DR_COD2,LP,AVGD_M,MAXD_M,TP,ALK,SEC,CHLRD,CHLA,COLOR,NITRATE,TN,LK_AREA_HA,LCL_AREA_HA,NET_AREA_HA,UPDIST_NET,UPDIST_LCL,URB_A,AGR_A,FOC_A,FOD_A,FOR_A,WAT_A,WEF_A,WEE_A,WET_A,URB_B,AGR_B,FOC_B,FOD_B,FOR_B,WAT_B,WEF_B,WEE_B,WET_B,URB_C,AGR_C,FOC_C,FOD_C,FOR_C,WAT_C,WEF_C,WEE_C,WET_C,URB_D,AGR_D,FOC_D,FOD_D,FOR_D,WAT_D,WEF_D,WEE_D,WET_D,URB_E,AGR_E,FOC_E,FOD_E,FOR_E,WAT_E,WEF_E,WEE_E,WET_E,URB_F,AGR_F,FOC_F,FOD_F,FOR_F,WAT_F,WEF_F,WEE_F,WET_F,URB_G,AGR_G,FOC_G,FOD_G,FOR_G,WAT_G,WEF_G,WEE_G,WET_G,URB_H,AGR_H,FOC_H,FOD_H,FOR_H,WAT_H,WEF_H,WEE_H,WET_H
2_514,Nawakwa Lake,46.50056,-86.97473,7,DRSTLK,F,3,10.668,32,46,1.3716,0.7,19.4,23,10,664,178.923,1583.444,1867.845,10.545,9.071,0.000,0.000,8.719,55.293,64.012,6.059,29.929,0.000,29.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.770,49.495,65.266,2.855,29.872,1.206,31.078,0.000,0.000,17.591,52.507,70.098,2.855,26.456,0.591,27.048,0.000,0.000,15.763,56.121,71.884,2.584,25.091,0.441,25.532,0.000,0.000,12.044,63.671,75.715,3.124,20.850,0.311,21.161,0.000,0.000,22.295,35.369,57.664,0.689,39.618,2.030,41.647,0.000,0.000,10.645,63.074,73.719,6.917,19.100,0.264,19.364
65_8,Lake George,44.20806,-84.24695,4,DRST,IH,8.3,14.6304,3,150,4.1148,6.1,4.7,9,13,438,36.548,1136.002,,,9.193,46.517,5.541,0.000,31.974,31.974,2.319,4.682,0.000,4.682,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.105,11.520,0.000,38.901,38.901,1.329,8.866,0.000,8.866,11.607,32.269,0.000,30.861,30.861,1.329,5.627,0.000,5.627,7.568,53.652,0.000,22.374,22.374,0.843,3.571,0.000,3.571,5.084,57.761,0.000,22.375,22.375,0.375,1.433,0.000,1.433,7.800,37.610,0.000,34.202,34.202,0.249,2.609,0.000,2.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45_9,Glen Lake,44.87889,-85.96278,5,DRST,IH,21.8,39.624,4,118,4.2672,1.5,0.84,1,3,196,2544.556,6903.807,,,9.766,71.813,0.000,0.005,18.981,18.986,5.482,1.863,0.025,1.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.803,0.143,1.353,53.787,55.140,0.879,5.819,0.006,5.825,12.516,0.211,3.051,60.174,63.225,0.879,3.821,0.003,3.824,9.210,0.679,3.472,62.096,65.569,0.624,2.637,0.002,2.639,4.837,5.483,3.885,63.500,67.385,0.389,1.318,0.030,1.347,7.854,0.644,9.661,58.426,68.087,0.275,2.638,0.000,2.638,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36_1760,Winslow Lake,46.34445,-88.76112,8,DRST,IO,2.8,6.096,16,38,1.9812,0.5,3.8,34,17,464,104.594,1909.406,,,9.770,0.000,0.000,12.656,66.093,78.749,4.380,11.210,0.000,11.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.738,75.565,82.304,0.696,15.161,0.233,15.394,0.000,0.000,8.749,73.228,81.977,0.696,16.448,0.207,16.655,0.000,0.000,12.155,71.015,83.171,0.473,13.715,2.186,15.901,0.000,0.000,14.531,67.177,81.708,0.280,15.339,2.432,17.771,0.000,0.000,21.233,26.559,47.793,0.228,43.486,8.493,51.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67_242,Rose Lake,44.06556,-85.37834,5,DRST,IH,4.7,9.144,18,41,1.2192,9.2,27,19,10,948,150.820,1938.668,,,10.016,58.103,2.094,0.000,31.161,31.161,3.476,3.911,0.524,4.435,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.674,19.362,2.227,50.007,52.234,0.434,3.600,0.122,3.722,9.442,32.361,3.627,38.364,41.991,0.434,3.874,0.065,3.939,7.191,32.751,6.071,38.567,44.637,0.319,3.764,0.048,3.812,3.073,22.343,4.662,52.669,57.330,0.344,4.243,0.350,4.593,1.748,28.804,3.211,46.609,49.820,0.095,10.016,0.227,10.243,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69_46,Emerald Lake,44.93945,-84.67,5,DRSTLK,F,3,10.668,7,120,3.3528,2.8,3.1,6,5,353,20.292,4196.207,5496.757,10.094,10.045,25.465,0.000,19.087,36.005,55.091,1.847,17.596,0.000,17.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.404,0.000,22.338,54.825,77.164,0.165,15.612,0.000,15.612,2.383,0.000,29.591,49.658,79.248,0.165,9.970,0.000,9.970,3.053,0.000,33.845,44.480,78.325,0.092,6.536,0.494,7.031,9.971,11.114,13.214,47.118,60.332,1.272,1.082,1.922,3.004,18.121,0.000,24.576,36.028,60.605,0.209,14.765,2.796,17.562,20.416,3.363,14.954,20.918,35.872,2.882,2.034,5.808,7.842
27_520,Bass Lake,46.30362,-89.175,6,DRST,IH,2.6,5.4864,18,18,2.5908,3.7,2,43,17,559,80.281,693.603,,,10.069,4.111,0.000,3.926,65.565,69.491,5.217,19.152,0.000,19.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.760,0.000,11.044,75.795,86.839,1.212,8.994,0.000,8.994,0.343,0.000,17.084,70.258,87.342,1.212,9.575,0.482,10.057,0.238,0.000,17.566,73.003,90.569,0.842,7.289,0.335,7.624,0.218,0.000,17.365,74.022,91.387,0.769,6.656,0.306,6.962,0.262,0.000,19.393,68.812,88.205,0.285,10.834,0.116,10.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62_188,Robinson Lake,43.53195,-85.85612,5,DRST,IH,5.5,9.144,15,102,2.1336,36,9.8,18,5,786,53.862,3237.837,,,10.213,36.276,0.000,19.332,39.823,59.155,4.518,0.051,0.000,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.460,0.000,9.686,73.602,83.288,0.334,0.009,0.000,0.009,8.447,0.000,5.200,76.459,81.659,0.334,1.369,0.254,1.623,6.028,0.288,8.615,70.408,79.023,0.669,4.097,0.146,4.243,1.786,7.059,16.189,64.690,80.879,0.338,4.672,0.166,4.838,0.007,9.817,11.291,66.954,78.245,0.152,9.584,0.000,9.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37_109,Coldwater Lake,43.65695,-84.95028,4,DRSTLK,T,9.9,19.812,17,157,2.4384,38,4.5,18,10,492,115.471,2472.431,14546.367,82.986,10.524,62.305,1.956,1.254,18.102,19.356,4.987,8.917,0.000,8.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.506,12.803,6.136,40.314,46.450,0.525,2.257,0.000,2.257,19.823,24.863,5.317,39.145,44.462,0.525,1.111,0.689,1.800,12.843,33.025,8.928,33.346,42.275,0.340,1.459,0.447,1.906,6.950,41.960,5.553,24.195,29.748,0.173,2.663,0.169,2.832,6.369,48.403,2.584,22.787,25.371,0.128,6.931,0.205,7.136,2.380,34.896,4.633,33.038,37.672,1.103,7.446,1.480,8.926
36_1480,Cable Lake,46.35223,-88.58889,8,DRST,IH,3.2,9.144,15,26,2.286,0.8,3.7,43,19,518,134.079,2841.745,,,10.742,6.272,0.000,5.424,71.791,77.214,2.674,13.839,0.000,13.839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.592,0.000,12.809,66.631,79.440,0.236,14.233,2.312,16.545,0.690,0.000,15.322,69.293,84.615,0.236,12.051,1.509,13.560,0.395,0.000,19.562,68.962,88.524,0.135,9.364,0.863,10.227,0.175,0.000,18.565,71.459,90.024,0.276,7.697,1.223,8.920,0.181,0.000,28.773,29.634,58.406,0.101,39.686,1.625,41.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8_658,Middle Lake,42.69862,-85.27084,3,DRST,IH,5.9,9.144,11,161,2.8956,10.8,6.8,23,21,1122,54.525,1338.820,,,11.011,52.700,2.111,0.000,35.301,35.301,3.897,0.000,4.390,4.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.591,19.749,0.000,50.397,50.397,0.478,1.808,2.681,4.488,12.419,41.050,0.000,37.694,37.694,0.478,1.064,1.364,2.428,10.216,48.844,0.172,32.936,33.108,0.317,1.743,0.916,2.660,5.449,54.634,0.740,27.518,28.258,0.289,4.159,1.672,5.832,5.851,43.357,1.596,31.089,32.685,0.167,12.095,2.237,14.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35_95,Loon Lake,44.41195,-83.81917,4,DRST,IO,10.5,39.0144,25,87,2.7432,3.2,1.2,6,10,485,167.572,1310.418,,,11.356,62.608,0.000,0.260,29.451,29.711,6.116,1.505,0.000,1.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.300,1.082,0.065,71.098,71.164,1.071,0.377,0.404,0.781,20.157,3.297,0.046,63.061,63.106,1.071,0.509,0.283,0.792,17.667,2.759,0.482,66.290,66.771,0.854,1.365,0.238,1.603,8.332,3.162,0.802,78.346,79.148,0.322,2.313,1.097,3.410,2.709,0.058,1.027,84.051,85.078,0.057,4.717,0.000,4.717,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28_10,Fife Lake,44.56639,-85.3375,5,DRST,IH,4.5,16.764,6,100,4.7244,3.6,2.3,4,10,291,241.682,2852.814,,,12.590,67.015,0.000,5.191,10.453,15.644,11.677,5.360,0.000,5.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.033,0.000,8.835,36.415,45.250,3.065,4.089,1.663,5.752,17.452,1.561,15.546,48.108,63.653,3.065,3.437,1.000,4.437,11.766,3.386,17.706,43.875,61.581,2.575,2.792,0.947,3.739,5.388,22.281,19.408,36.999,56.407,1.084,2.407,0.949,3.356,2.430,31.459,9.091,41.231,50.323,0.483,8.319,0.597,8.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22_188,Sixmile Lake,46.02306,-87.93667,8,DRSTLK,F,3,7.0104,16,151,1.6764,1.1,24,40,9,772,40.197,1944.570,2273.088,12.623,12.623,12.440,0.000,11.701,60.704,72.405,2.809,4.481,7.776,12.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.717,3.373,18.711,54.518,73.229,0.283,2.954,3.016,5.970,1.251,5.511,21.559,52.607,74.166,0.283,3.641,1.560,5.201,0.739,3.254,16.453,65.084,81.537,0.167,3.400,0.921,4.322,0.556,0.937,10.519,80.990,91.509,0.087,3.661,0.265,3.926,0.569,0.000,22.504,56.963,79.467,0.277,18.588,0.296,18.884,0.476,1.082,11.530,80.084,91.614,0.481,3.132,0.227,3.359
71_112,Lake Nettie,45.29111,-83.98695,5,DRSTLK,F,3.7,14.0208,4,137,5.0292,1.1,2.4,12,6,359,120.162,2263.178,8386.138,24.323,13.271,14.216,0.000,1.414,40.237,41.651,7.524,33.485,2.524,36.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.787,0.000,3.509,54.597,58.105,3.894,29.591,0.975,30.566,2.072,0.000,5.305,64.648,69.953,3.894,21.036,0.621,21.657,1.594,0.000,5.713,69.183,74.896,3.281,17.120,0.478,17.598,0.831,0.343,9.165,70.568,79.733,2.716,13.312,0.466,13.778,0.000,0.000,0.873,43.053,43.926,10.947,44.902,0.226,45.127,0.224,0.254,26.948,60.160,87.108,1.873,6.714,1.837,8.551
54_152,Bergess Lake,43.72834,-85.37362,5,DRSTLK,F,4.6,14.6304,13,133,3.2004,1.9,5.1,13,28,556,24.309,1159.665,3565.660,25.845,13.287,15.729,0.732,0.000,55.349,55.349,8.140,14.940,0.122,15.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.331,1.587,0.000,55.718,55.718,0.854,7.589,4.272,11.861,2.201,3.887,6.447,55.426,61.873,0.854,3.856,2.744,6.600,1.307,4.748,5.831,64.499,70.331,0.951,4.384,3.072,7.456,0.422,13.534,4.614,63.520,68.134,0.783,3.222,2.826,6.048,0.000,9.377,5.207,62.598,67.805,0.060,6.636,5.501,12.137,0.162,13.960,5.542,57.217,62.759,2.354,5.632,7.424,13.056
70_164,Crockery Lake,43.16584,-85.85639,3,DRST,IO,7.5,16.4592,36,150,3.3528,14.8,3.7,11,22,649,41.972,976.051,,,13.300,56.308,11.775,3.371,22.855,26.226,4.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.899,55.159,2.847,18.497,21.344,0.827,0.000,0.000,0.000,10.253,70.876,1.789,11.023,12.812,0.827,0.156,0.000,0.156,6.710,75.558,1.170,8.452,9.622,0.541,0.179,0.000,0.179,3.245,80.051,0.642,7.909,8.550,0.247,0.304,0.000,0.304,2.099,67.834,1.218,14.262,15.480,0.238,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42_36,Gratiot Lake,47.36556,-88.12,6,DRST,IH,8.1,21.336,7,22,4.7244,1.2,1.9,11,20,92,588.071,2277.933,,,13.934,12.012,0.000,26.396,54.359,80.755,4.921,2.312,0.000,2.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.665,0.000,15.623,79.852,95.475,0.490,0.878,0.000,0.878,1.331,0.000,15.331,82.201,97.532,0.490,0.647,0.000,0.647,0.942,0.000,12.934,85.234,98.168,0.347,0.543,0.000,0.543,1.108,0.000,11.044,86.537,97.581,0.230,0.770,0.310,1.080,1.334,0.000,25.559,68.724,94.283,0.004,2.485,1.894,4.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3_44,Base Line Lake,42.425,-85.85639,3,DRST,IH,9.5,13.4,52,118,1.524,32,22,22,47,1046,85.413,2357.627,,,14.154,53.962,1.567,3.631,30.820,34.451,2.522,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.400,33.891,3.730,23.642,27.372,0.503,0.392,0.000,0.392,10.148,57.923,1.725,14.569,16.294,0.503,0.430,0.000,0.430,6.935,59.939,1.179,17.304,18.482,0.344,1.084,0.000,1.084,5.523,54.278,0.398,25.270,25.668,0.247,1.436,1.249,2.685,2.208,50.100,0.799,38.125,38.925,0.150,1.210,0.290,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28_187,Boardman Lake,44.75278,-85.6125,5,DRSTLK,T,7.9,22.2504,3,151,5.7912,8.1,1,4,187,406,126.080,1663.838,67071.008,324.722,14.843,56.184,0.207,13.484,16.378,29.862,1.430,1.195,0.000,1.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.250,2.004,3.716,10.892,14.608,0.567,0.819,0.668,1.487,79.230,1.034,2.309,8.767,11.076,0.567,1.508,0.405,1.914,71.920,2.988,2.909,8.445,11.355,0.427,1.609,0.305,1.914,42.314,18.070,6.003,11.989,17.992,0.222,2.480,0.157,2.637,13.831,19.089,12.546,13.390,25.936,0.332,8.409,0.257,8.666,6.052,8.342,22.840,31.401,54.240,0.775,5.775,1.064,6.839
59_440,Horseshoe Lake,43.40889,-85.18667,3,DRST,IO,7.4,13.4112,20,158,2.4384,12.1,8.7,11,68,740,39.338,2976.021,,,14.962,40.209,1.202,0.000,22.990,22.990,3.048,12.651,0.000,12.651,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.322,23.582,1.093,30.328,31.421,0.395,5.898,1.510,7.408,5.928,38.294,0.585,27.780,28.365,0.395,4.539,1.251,5.790,3.852,44.483,0.437,24.881,25.318,0.247,5.128,1.313,6.441,1.362,57.341,0.797,18.711,19.508,0.745,8.567,1.777,10.344,1.372,10.836,0.430,38.130,38.560,0.528,23.783,1.711,25.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42_33,Lac LaBelle,47.37556,-88.00667,6,DRSTLK,T,6.5,11.5824,12,23,2.7432,1.1,1,16,12,422,487.739,5254.577,10011.836,37.014,15.035,21.766,0.000,27.151,21.511,48.662,3.328,14.227,9.620,23.847,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.863,0.000,30.889,33.610,64.499,0.429,20.467,6.963,27.430,2.971,0.000,29.073,38.673,67.746,0.429,21.250,6.742,27.992,1.988,0.000,27.267,48.545,75.812,0.288,16.104,5.209,21.313,0.893,0.000,18.379,68.021,86.400,0.298,9.386,2.516,11.902,0.027,0.000,12.466,50.866,63.332,0.438,35.051,1.122,36.172,0.750,0.000,14.348,21.619,35.967,7.167,6.477,1.497,7.974
5_101,St. Clair Lake,45.16862,-85.23917,5,DRSTLK,F,3.1,9.7536,13,163,3.048,2.9,2.1,11,59,518,24.025,1598.760,10875.287,111.096,15.223,26.990,11.512,0.000,16.254,16.254,2.765,15.487,3.190,18.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.265,9.349,4.162,34.566,38.727,0.427,4.049,2.066,6.115,8.889,11.552,5.250,46.749,51.998,0.427,1.989,0.948,2.938,6.293,10.450,4.054,47.092,51.145,0.309,3.182,0.580,3.762,3.866,20.990,5.903,43.864,49.766,0.549,2.815,0.286,3.102,3.101,12.217,13.467,46.411,59.879,0.481,5.322,1.514,6.836,2.693,18.636,7.477,51.574,59.051,1.829,2.100,0.579,2.679
64_56,McLaren Lake,43.62278,-86.05445,5,DRST,IH,6.9,21.336,21,133,3.3528,4.2,6.5,15,3,455,104.535,2484.337,,,15.235,57.321,2.004,6.255,12.575,18.830,12.040,7.912,1.893,9.805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.494,11.343,6.458,37.932,44.389,5.126,11.632,1.184,12.817,10.884,28.745,4.438,36.522,40.959,5.126,9.469,0.546,10.015,7.210,31.885,5.118,38.730,43.847,3.962,7.866,0.423,8.289,3.614,32.878,5.262,41.309,46.571,2.238,6.258,0.863,7.121,3.797,27.680,9.214,41.788,51.002,1.387,12.726,1.325,14.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8_426,Fish Lake,42.55556,-85.49917,3,DRST,IH,9,17.0688,5,188,4.572,2.5,4.5,11,22,484,61.255,2470.609,,,15.441,0.013,0.000,0.000,14.345,14.345,3.945,43.008,37.134,80.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.820,0.378,1.097,40.798,41.895,4.065,25.108,14.523,39.630,2.686,2.434,3.430,47.733,51.163,4.065,22.905,7.395,30.301,2.343,5.238,4.104,49.833,53.938,2.543,19.761,4.625,24.386,2.586,31.607,2.631,35.417,38.047,1.015,9.434,1.669,11.103,0.457,17.523,2.152,37.842,39.994,0.302,32.495,1.543,34.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12_89,Rose Lake,41.855,-85.04139,3,DRSTLK,F,5.9,23.1648,17,139,2.7432,13,0,21,320,1316,135.182,2114.840,2769.324,21.650,15.523,60.455,5.209,0.000,9.311,9.311,4.843,0.000,8.495,8.495,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.496,28.456,0.000,33.133,33.133,0.604,0.000,2.260,2.260,12.309,44.218,0.000,24.686,24.686,0.604,0.000,1.197,1.197,8.875,47.168,0.000,23.829,23.829,0.435,0.000,0.863,0.863,4.296,63.016,0.000,21.822,21.822,0.281,0.000,0.391,0.391,0.816,45.296,0.000,15.881,15.881,0.018,0.000,0.000,0.000,3.803,62.504,0.000,22.655,22.655,0.970,0.024,0.451,0.476
31_585,Bob Lake,46.66278,-88.91139,6,DRST,IO,2.3,4.572,20,1,1.524,0.6,3.7,55,12,688,52.587,1281.341,,,15.900,0.000,0.000,3.277,46.352,49.629,6.273,4.518,38.400,42.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.121,0.119,3.182,62.168,65.351,3.771,9.738,21.896,31.634,1.008,0.055,5.033,67.723,72.756,3.771,8.809,13.351,22.160,0.631,0.034,3.846,77.696,81.541,2.363,6.470,8.404,14.874,0.269,0.015,2.747,87.808,90.555,1.466,3.641,3.582,7.223,0.062,0.000,3.874,84.812,88.686,1.447,5.302,4.477,9.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36_150,Buck Lake,46.03278,-88.41306,8,DRST,IH,3.4,9.144,14,52,2.7432,2.3,13,15,4,448,60.856,2345.201,,,16.113,33.327,0.000,0.000,60.679,60.679,0.929,4.519,0.000,4.519,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.355,1.810,0.052,80.262,80.314,0.687,5.806,0.000,5.806,3.912,8.471,0.866,73.869,74.735,0.687,5.880,0.000,5.880,2.657,12.392,1.033,70.996,72.029,0.634,5.090,0.000,5.090,2.357,9.260,3.573,69.590,73.164,0.950,3.998,0.074,4.072,2.011,1.034,9.825,44.142,53.967,2.375,27.801,0.361,28.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22_15,Hamilton Lake,45.75584,-87.78278,8,DRST,IH,3.3,9.144,18,206,3.9624,5.6,6.3,22,9,640,30.823,3669.763,,,16.491,21.825,0.000,0.000,45.593,45.593,1.698,22.048,8.836,30.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.704,5.010,2.504,66.686,69.189,0.586,15.125,1.704,16.828,3.758,5.930,8.508,66.858,75.366,0.586,11.798,2.563,14.360,2.269,8.341,13.087,65.394,78.481,0.354,8.300,1.548,9.848,0.927,16.356,12.505,58.365,70.869,0.080,4.827,0.647,5.474,1.493,0.337,35.554,39.892,75.446,0.029,15.181,2.974,18.155,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65_161,Sage Lake,44.35389,-83.94223,4,DRSTLK,F,5.8,24.384,12,117,2.7432,6.5,5.2,18,10,514,318.483,3187.449,4865.480,23.547,16.872,58.496,0.000,0.417,22.001,22.419,1.726,11.559,0.544,12.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.943,0.000,1.767,48.274,50.041,1.089,12.987,1.353,14.341,12.141,0.779,3.766,58.057,61.823,1.089,11.204,0.949,12.153,8.775,1.529,3.898,60.719,64.617,1.513,12.711,0.680,13.391,3.967,1.685,3.581,56.578,60.158,1.898,15.739,0.803,16.542,0.442,0.140,0.402,36.006,36.408,6.139,47.679,1.689,49.368,3.682,3.557,3.118,54.088,57.206,4.482,15.453,1.060,16.513
13_23,Prairie Lake,42.34667,-84.795,3,DRSTLK,F,4,7.3152,16,158,2.1336,15.9,7,22,8,771,35.855,2219.802,7814.133,53.518,16.878,14.777,25.823,0.000,24.632,24.632,0.567,26.071,0.000,26.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.730,55.341,0.000,15.177,15.177,0.041,13.327,0.000,13.327,3.003,66.281,0.000,15.031,15.031,0.041,11.043,0.004,11.046,1.727,67.314,0.000,17.686,17.686,0.022,8.890,0.548,9.438,2.138,58.447,0.171,25.534,25.705,0.073,8.696,0.315,9.011,2.050,36.824,0.325,37.171,37.495,0.000,19.118,0.551,19.669,3.573,66.076,0.347,16.457,16.804,0.903,9.882,0.351,10.233
81_18,South Lake,42.39778,-84.07056,16,DRSTLK,F,5.6,25.2984,9,154,3.048,14.7,1.5,16,6,549,81.756,2400.482,3117.660,18.550,16.988,17.369,0.052,0.000,13.666,13.666,3.492,29.260,20.799,50.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.654,10.137,0.000,18.740,18.740,2.771,19.855,15.700,35.554,4.308,16.615,0.228,22.760,22.988,2.771,14.461,17.783,32.244,3.672,18.667,0.411,22.617,23.027,2.342,13.056,16.201,29.257,3.196,18.223,1.183,24.797,25.980,2.156,13.008,11.923,24.932,1.656,9.939,1.192,15.941,17.133,0.596,22.194,41.267,63.461,5.954,17.740,0.922,22.911,23.833,5.788,12.068,9.932,22.000
48_685,Culhane Lake,46.69514,-85.35084,7,DRSTLK,T,4.5,14.9352,11,31,1.0668,0.8,11,61,2,325,42.393,1383.941,2366.585,22.287,17.995,3.132,0.000,77.281,13.641,90.922,5.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.548,0.000,87.978,7.003,94.981,1.527,3.432,0.000,3.432,0.290,0.000,83.786,5.865,89.652,1.527,6.152,2.300,8.453,0.210,0.000,86.146,4.253,90.399,1.103,5.997,2.235,8.232,0.055,0.000,49.127,40.539,89.667,1.388,6.467,2.409,8.875,0.000,0.000,37.355,47.159,84.514,0.063,11.086,4.337,15.423,0.214,0.000,49.825,38.434,88.260,5.705,4.065,1.748,5.813
36_363,Emily Lake,46.11278,-88.50084,8,DRSTLK,T,3.4,9.7536,46,136,1.0668,2.2,27,10,12,754,131.898,2278.471,5834.419,30.280,18.375,33.913,0.000,5.730,56.029,61.759,2.060,2.268,0.000,2.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.666,0.000,19.801,68.091,87.892,0.175,4.073,0.000,4.073,3.621,0.000,14.005,74.206,88.211,0.175,6.128,0.000,6.128,2.166,0.044,8.757,81.626,90.383,0.104,4.788,0.000,4.788,0.917,3.454,4.624,79.441,84.065,0.086,2.674,0.000,2.674,0.338,0.175,4.862,71.740,76.602,0.151,13.968,0.000,13.968,1.044,3.700,4.751,71.015,75.766,8.596,2.926,0.402,3.328
5_1,Skegemog Lake,44.81945,-85.34056,5,DRSTLK,F,3.4,8.8392,8,131,2.7432,5.2,1.6,9,150,299,1118.412,8486.275,113751.704,562.632,18.608,17.460,0.055,25.869,7.732,33.601,15.189,1.743,31.742,33.485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.236,6.997,44.073,21.788,65.861,2.749,0.451,11.997,12.449,3.664,12.388,33.393,33.963,67.356,2.749,1.357,6.239,7.596,3.458,15.627,25.741,37.907,63.648,1.918,1.792,4.161,5.953,2.552,11.617,21.375,50.933,72.308,0.847,0.845,1.565,2.410,9.198,21.982,13.933,28.006,41.938,8.073,5.213,5.319,10.532,4.410,18.050,10.033,39.985,50.018,8.729,1.172,0.383,1.555
42_18,Thayer Lake,47.28834,-88.26389,6,DRST,IO,1,3.048,11,21,1.524,0.8,14,46,39,582,51.571,1926.024,,,19.088,0.000,0.000,15.363,37.840,53.203,4.345,4.414,38.039,42.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.723,50.036,86.760,0.307,5.034,7.476,12.510,0.000,0.000,31.916,55.185,87.101,0.307,9.451,3.141,12.592,0.000,0.000,30.729,57.430,88.159,0.176,9.149,2.053,11.203,0.000,0.000,22.474,71.223,93.697,0.120,4.194,1.011,5.205,0.000,0.000,21.247,61.037,82.284,0.018,13.756,2.947,16.703,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
